pl_hostname,pl_letter,pl_discmethod,pl_disc,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_radjerr1,pl_radjerr2,pl_dens,pl_trandep,pl_instrument,pl_insol,pl_eqt,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbpererr1,pl_orbpererr2,st_optmag,ra,dec,st_dist,st_teff,st_mass,st_rad,st_plx,gaia_plx,gaia_dist,st_pm,gaia_pm,st_radv,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_age,st_acts,st_bmvj,st_jmh2,pl_instrument,pl_telescope,rowupdate,st_nplc,pl_def_refname,pl_disc_refname,pl_pelink,st_j,st_h,st_k
Kepler-1538,b,Transit,2016,1,175.13881900,,,,,0.252,0.062,-0.028,,,Kepler CCD Array,,,,,,,0.00280700,-0.00280700,15.245,283.345714,45.274456,1291.00,5837.00,1.03,1.03,,,,,,,,4.42,,,0.020,4.370,,,0.293,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1538_b/,14.122,13.829,13.751
Kepler-1539,b,Transit,2016,1,133.30367410,,,,,0.241,0.017,-0.013,,,Kepler CCD Array,,,,,,,0.00088430,-0.00088430,15.307,284.219433,44.268543,788.00,5176.00,0.84,0.80,,,,,,,,4.57,,,-0.010,4.790,,,0.431,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1539_b/,13.931,13.500,13.382
Kepler-1540,b,Transit,2016,1,125.41311770,,,,,0.222,0.017,-0.012,,,Kepler CCD Array,,,,,,,0.00041890,-0.00041890,14.073,283.344497,41.201741,262.00,4540.00,0.74,0.69,,,,13.400,,,,4.63,,,0.100,2.510,,,0.586,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1540_b/,12.250,11.664,11.519
Kepler-1541,b,Transit,2016,1,8.40691199,,,,,0.103,0.009,-0.007,,,Kepler CCD Array,,,,,,,0.00002698,-0.00002698,13.801,283.787004,48.029564,414.00,5282.00,0.86,0.81,,,,,,,,4.56,,,-0.040,4.470,,,0.422,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1541_b/,12.451,12.029,11.927
Kepler-1542,b,Transit,2016,4,3.95116882,,,,,0.068,0.010,-0.007,,,Kepler CCD Array,,,,,,,0.00001633,-0.00001633,12.639,285.728495,42.654530,336.00,5564.00,0.94,0.99,,,,,,,,4.41,,,0.060,8.510,,,0.387,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1542_b/,11.421,11.034,10.989
Kepler-1542,c,Transit,2016,4,2.89223021,,,,,0.058,0.008,-0.005,,,Kepler CCD Array,,,,,,,0.00001472,-0.00001472,12.639,285.728495,42.654530,336.00,5564.00,0.94,0.99,,,,,,,,4.41,,,0.060,8.510,,,0.387,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1542_c/,11.421,11.034,10.989
Kepler-1542,d,Transit,2016,4,5.99273738,,,,,0.078,0.011,-0.008,,,Kepler CCD Array,,,,,,,0.00002260,-0.00002260,12.639,285.728495,42.654530,336.00,5564.00,0.94,0.99,,,,,,,,4.41,,,0.060,8.510,,,0.387,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1542_d/,11.421,11.034,10.989
Kepler-1542,e,Transit,2016,4,5.10115756,,,,,0.068,0.009,-0.007,,,Kepler CCD Array,,,,,,,0.00002409,-0.00002409,12.639,285.728495,42.654530,336.00,5564.00,0.94,0.99,,,,,,,,4.41,,,0.060,8.510,,,0.387,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1542_e/,11.421,11.034,10.989
Kepler-1543,b,Transit,2016,1,6.96710269,,,,,0.242,0.108,-0.045,,,Kepler CCD Array,,,,,,,0.00003285,-0.00003285,13.487,297.124312,47.037025,1114.00,6561.00,1.39,1.65,,,,,,-7.87,,4.14,,,0.070,1.910,,,0.211,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1543_b/,12.538,12.327,12.291
Kepler-1544,b,Transit,2016,1,168.81117400,,,,,0.159,0.008,-0.006,,,Kepler CCD Array,,,,,,,0.00127100,-0.00127100,14.061,297.284990,49.212456,349.00,4886.00,0.81,0.74,,,,,,,,4.61,,,0.020,2.340,,,0.495,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1544_b/,12.480,11.985,11.903
Kepler-1545,b,Transit,2016,1,163.69234900,,,,,0.241,0.020,-0.016,,,Kepler CCD Array,,,,,,,0.00138300,-0.00138300,15.031,298.898763,47.463093,688.00,5201.00,0.84,0.80,,,,,,,,4.57,,,-0.060,4.470,,,0.502,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1545_b/,13.643,13.141,13.139
Kepler-1546,b,Transit,2016,1,19.59749710,,,,,0.279,0.052,-0.030,,,Kepler CCD Array,,,,,,,0.00014070,-0.00014070,15.412,297.583942,41.541227,994.00,5623.00,0.95,0.93,,,,5.300,,,,4.48,,,0.010,3.720,,,0.402,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1546_b/,14.025,13.623,13.511
Kepler-1547,b,Transit,2016,1,0.69297968,,,,,0.080,0.025,-0.011,,,Kepler CCD Array,,,,,,,0.00000149,-0.00000149,13.447,283.764074,42.222172,665.00,6078.00,1.12,1.18,,,,,,,,4.34,,,0.040,3.390,,,0.269,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1547_b/,12.332,12.063,11.996
Kepler-1549,b,Transit,2016,1,214.88654500,,,,,0.229,0.020,-0.018,,,Kepler CCD Array,,,,,,,0.00311100,-0.00311100,15.188,286.052426,39.096053,792.00,5324.00,0.88,0.84,,,,3.200,,,,4.54,,,0.020,4.790,,,0.419,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1549_b/,13.791,13.372,13.271
Kepler-1550,b,Transit,2016,1,225.58280900,,,,,0.269,0.063,-0.034,,,Kepler CCD Array,,,,,,,0.00384600,-0.00384600,14.900,287.764560,38.294704,1202.00,5991.00,1.07,1.11,,,,12.800,,,,4.38,,,0.010,3.550,,,0.322,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1550_b/,13.812,13.490,13.427
Kepler-1551,b,Transit,2016,1,24.49736980,,,,,0.237,0.081,-0.037,,,Kepler CCD Array,,,,,,,0.00020940,-0.00020940,15.152,295.785514,39.907921,1560.00,6136.00,1.14,1.22,,,,,,,,4.32,,,0.010,2.880,,,0.317,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1551_b/,14.100,13.783,13.770
Kepler-1552,b,Transit,2016,1,184.77185300,,,,,0.220,0.010,-0.009,,,Kepler CCD Array,,,,,,,0.00154600,-0.00154600,14.838,291.676831,38.874915,618.00,5202.00,0.85,0.78,,,,11.300,,,,4.58,,,-0.070,3.310,,,0.499,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1552_b/,13.504,13.005,12.881
Kepler-1554,b,Transit,2016,1,198.08877400,,,,,0.259,0.021,-0.024,,,Kepler CCD Array,,,,,,,0.00245600,-0.00245600,15.717,286.576164,41.741473,982.00,5297.00,0.84,0.81,,,,29.700,,,,4.56,,,-0.100,4.680,,,0.435,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1554_b/,14.367,13.932,13.814
Kepler-1555,b,Transit,2016,1,8.10501635,,,,,0.144,0.041,-0.015,,,Kepler CCD Array,,,,,,,0.00008122,-0.00008122,15.353,287.635473,45.716061,1382.00,5866.00,1.04,1.06,,,,,,,,4.40,,,0.030,4.370,,,0.279,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1555_b/,14.221,13.942,13.834
Kepler-1556,b,Transit,2016,1,8.82713457,,,,,0.175,0.036,-0.013,,,Kepler CCD Array,,,,,,,0.00004025,-0.00004025,15.247,288.397002,40.213200,1060.00,5608.00,0.97,0.95,,,,10.700,,,,4.47,,,0.080,4.900,,,0.303,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-1556_b/,13.998,13.695,13.555
WASP-124,b,Transit,2016,1,3.37265000,0.044900,0.017000,86.300,0.60000,1.240,0.030,-0.030,0.43000,,iKon-L CCD Camera,,1400,0.07000,-0.07000,0.07,-0.07,0.00000100,-0.00000100,12.700,332.714323,-30.749672,433.00,6050.00,1.07,1.02,,,,,,-5.88,F9,4.44,,1.3900,-0.020,2.100,,,0.231,iKon-L CCD Camera,Canon 200mm f/1.8L,2016-05-05,0,Maxted et al. 2016,Maxted et al. 2016,http://exoplanet.eu/catalog/wasp-124_b/,11.650,11.419,11.310
WASP-129,b,Transit,2016,1,5.74814500,0.062800,0.096000,87.700,1.00000,0.930,0.030,-0.030,1.60000,,iKon-L CCD Camera,,1100,0.10000,-0.10000,0.1,-0.1,0.00000400,-0.00000400,12.300,176.298965,-42.063927,246.00,5900.00,1.00,0.90,,,,,,21.99,G1,4.53,,1.9400,0.150,1.000,,,0.254,iKon-L CCD Camera,Canon 200mm f/1.8L,2016-05-05,0,Maxted et al. 2016,Maxted et al. 2016,http://exoplanet.eu/catalog/wasp-129_b/,10.725,10.471,10.412
WASP-133,b,Transit,2016,1,2.17642300,0.034500,0.170000,87.000,1.16000,1.210,0.050,-0.050,0.88000,,iKon-L CCD Camera,,1790,0.09000,-0.09000,0.09,-0.09,0.00000100,-0.00000100,12.900,314.575373,-35.796555,547.00,5700.00,1.16,1.44,,,,,,-23.91,G4,4.18,,0.5500,0.290,6.800,,,0.317,iKon-L CCD Camera,Canon 200mm f/1.8L,2016-05-05,0,Maxted et al. 2016,Maxted et al. 2016,http://exoplanet.eu/catalog/wasp-133_b/,11.555,11.238,11.180
Kepler-198,d,Transit,2016,3,1.31184443,,,,,0.136,0.008,-0.006,,,Kepler CCD Array,,,,,,,0.00000133,-0.00000133,13.597,290.673130,38.691011,,5574.00,0.93,0.94,,,,5.800,,,,4.47,,,-0.140,,,,0.354,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-198_d/,12.421,12.067,12.027
Kepler-624,b,Transit,2016,1,14.58649607,,,,,0.206,0.029,-0.021,,,Kepler CCD Array,,,,,,,0.00002876,-0.00002876,13.490,295.193389,39.539677,731.00,6117.00,1.10,1.18,,,,20.100,,,,4.33,,,-0.060,3.720,,,0.319,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-624_b/,12.514,12.195,12.205
Kepler-625,b,Transit,2016,2,7.75192492,,,,,0.178,0.005,-0.004,,,Kepler CCD Array,,,,,,,0.00001063,-0.00001063,13.307,292.150459,39.637581,502.00,5789.00,1.04,0.96,,,,,,,,4.49,,,0.100,1.510,,,0.265,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-625_b/,12.203,11.938,11.905
Kepler-625,c,Transit,2016,2,4.16536510,,,,,0.094,0.004,-0.003,,,Kepler CCD Array,,,,,,,0.00001304,-0.00001304,13.307,292.150459,39.637581,502.00,5789.00,1.04,0.96,,,,,,,,4.49,,,0.100,1.510,,,0.265,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-625_c/,12.203,11.938,11.905
Kepler-626,b,Transit,2016,1,14.48585199,,,,,0.204,0.025,-0.018,,,Kepler CCD Array,,,,,,,0.00002363,-0.00002363,13.946,288.698651,39.708288,690.00,5813.00,1.01,1.05,,,,15.400,,,,4.40,,,0.010,5.370,,,0.343,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-626_b/,12.781,12.438,12.388
Kepler-627,b,Transit,2016,1,40.69944430,,,,,0.333,0.143,-0.073,,,Kepler CCD Array,,,,,,,0.00017830,-0.00017830,13.949,292.104279,39.767914,1143.00,6424.00,1.30,1.49,,,,,,,,4.21,,,0.050,2.240,,,0.259,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-627_b/,12.916,12.657,12.608
Kepler-628,b,Transit,2016,1,15.45805670,,,,,0.749,0.145,-0.126,,,Kepler CCD Array,,,,,,,0.00000295,-0.00000295,13.398,290.449257,39.854802,579.00,5721.00,1.00,1.28,,,,4.100,,,,4.22,,,0.040,8.710,,,0.317,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-628_b/,11.979,11.662,11.599
Kepler-629,b,Transit,2016,1,7.23858540,,,,,0.123,0.005,-0.004,,,Kepler CCD Array,,,,,,,0.00001180,-0.00001180,13.359,289.417832,39.945013,383.00,5444.00,0.93,0.84,,,,15.800,,,,4.55,,,0.010,1.910,,,0.378,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-629_b/,12.107,11.729,11.646
Kepler-630,b,Transit,2016,1,161.47439370,,,,,0.284,0.030,-0.030,,,Kepler CCD Array,,,,,,,0.00090110,-0.00090110,13.871,293.427043,39.942437,657.00,5829.00,1.02,1.04,,,,8.600,,,,4.42,,,0.030,4.470,,,0.310,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-630_b/,12.686,12.376,12.293
Kepler-631,b,Transit,2016,1,17.97979059,,,,,0.259,0.029,-0.021,,,Kepler CCD Array,,,,,,,0.00003770,-0.00003770,13.500,296.885757,40.228233,843.00,6185.00,1.24,1.33,,,,,,,,4.28,,,0.230,2.510,,,0.256,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-631_b/,12.519,12.263,12.208
Kepler-632,b,Transit,2016,1,30.99660733,,,,,0.197,0.029,-0.007,,,Kepler CCD Array,,,,,,,0.00004756,-0.00004756,13.332,297.252613,40.288605,349.00,5322.00,0.91,0.84,,,,,,,,4.55,,,0.110,3.020,,,0.427,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-632_b/,11.994,11.567,11.479
Kepler-633,b,Transit,2016,1,8.50340718,,,,,0.145,0.028,-0.019,,,Kepler CCD Array,,,,,,,0.00002680,-0.00002680,13.716,295.217437,40.592251,634.00,5899.00,1.02,1.15,,,,9.700,,,,4.32,,,-0.050,6.030,,,0.336,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-633_b/,12.437,12.101,11.978
Kepler-634,b,Transit,2016,1,5.16950177,,,,,0.169,0.027,-0.022,,,Kepler CCD Array,,,,,,,0.00001029,-0.00001029,13.550,291.195065,40.702706,757.00,6075.00,1.03,1.24,,,,8.500,,,,4.26,,,-0.180,5.370,,,0.291,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-634_b/,12.511,12.220,12.160
Kepler-635,b,Transit,2016,1,23.44971004,,,,,0.236,0.032,-0.024,,,Kepler CCD Array,,,,,,,0.00007672,-0.00007672,13.310,289.773247,40.800724,826.00,6174.00,1.33,1.51,,,,3.500,,,,4.20,,,0.410,2.340,,,0.276,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-635_b/,12.235,11.959,11.903
Kepler-636,b,Transit,2016,1,16.08066115,,,,,0.397,0.012,-0.012,,,Kepler CCD Array,,,,,,,0.00000560,-0.00000560,13.653,293.591889,41.095161,341.00,5203.00,0.85,0.80,,,,,,,,4.56,,,-0.020,5.010,,,0.499,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-636_b/,12.191,11.692,11.584
Kepler-637,b,Transit,2016,1,23.20584623,,,,,0.424,0.045,-0.050,,,Kepler CCD Array,,,,,,,0.00005368,-0.00005368,13.413,292.417233,41.416882,1575.00,6096.00,1.64,2.56,,,,24.100,,,,3.84,,,0.380,2.190,,,0.232,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-637_b/,12.459,12.227,12.182
Kepler-638,b,Transit,2016,1,6.07972888,,,,,0.163,0.050,-0.028,,,Kepler CCD Array,,,,,,,0.00001513,-0.00001513,13.532,284.919429,41.617195,426.00,5382.00,0.88,0.93,,,,,,,,4.43,,,0.040,11.750,,,0.416,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-638_b/,12.181,11.765,11.683
Kepler-639,b,Transit,2016,1,10.21420496,,,,,0.212,0.049,-0.030,,,Kepler CCD Array,,,,,,,0.00002131,-0.00002131,13.336,292.186888,41.727039,680.00,5896.00,1.14,1.29,,,,26.900,,,,4.27,,,0.230,4.370,,,0.264,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-639_b/,12.212,11.948,11.890
Kepler-640,b,Transit,2016,1,22.24813967,,,,,0.228,0.007,-0.020,,,Kepler CCD Array,,,,,,,0.00003515,-0.00003515,13.721,296.032191,42.131680,538.00,5653.00,1.01,0.94,,,,19.700,,,,4.50,,,0.150,2.090,,,0.327,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-640_b/,12.507,12.180,12.113
Kepler-641,b,Transit,2016,1,9.48961571,,,,,0.165,0.028,-0.022,,,Kepler CCD Array,,,,,,,0.00002398,-0.00002398,13.774,291.823482,42.516216,673.00,5713.00,1.02,1.13,,,,,,,,4.33,,,0.150,7.080,,,0.320,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-641_b/,12.576,12.256,12.186
Kepler-642,b,Transit,2016,1,4.41745855,,,,,0.259,0.116,-0.050,,,Kepler CCD Array,,,,,,,0.00000660,-0.00000660,13.343,293.834559,42.624962,1022.00,6570.00,1.40,1.66,,,,,,,,4.14,,,0.060,1.950,,,0.211,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-642_b/,12.363,12.152,12.095
Kepler-643,b,Transit,2016,1,16.33889626,,,,,0.906,0.031,-0.024,,,Kepler CCD Array,,,,,,,0.00001826,-0.00001826,13.781,290.327325,42.898281,1029.00,4908.00,1.00,2.52,,,,,,,,3.64,,,0.130,12.020,,,0.540,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-643_b/,12.212,11.672,11.583
Kepler-644,b,Transit,2016,1,3.17391710,,,,,0.281,0.103,-0.054,,,Kepler CCD Array,,,,,,,0.00000423,-0.00000423,13.949,295.475743,43.493137,1413.00,6747.00,1.49,1.81,,,,,,,,4.09,,,0.080,1.620,,,0.196,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-644_b/,12.921,12.725,12.574
Kepler-645,b,Transit,2016,1,3.27582262,,,,,0.187,0.056,-0.025,,,Kepler CCD Array,,,,,,,0.00000477,-0.00000477,13.992,290.322766,44.035809,901.00,6170.00,1.13,1.21,,,,,,,,4.33,,,-0.010,2.950,,,0.300,Kepler CCD Array,0.95 m Kepler Telescope,2016-05-10,0,Morton et al. 2016,Morton et al. 2016,http://exoplanet.eu/catalog/kepler-645_b/,12.924,12.624,12.589
Kepler-343,c,Transit,2014,2,23.22182000,0.167000,,,,0.180,0.034,-0.034,,,Kepler CCD Array,,,,,,,0.00023400,-0.00023400,14.128,291.960684,42.433006,,5807.00,1.04,1.43,,,,,,,,4.18,,,-0.138,,,,0.317,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-343_c/,13.039,12.722,12.683
Kepler-345,c,Transit,2014,2,9.38742700,0.077000,,,,0.107,0.006,-0.006,,,Kepler CCD Array,,,,,,,0.00002800,-0.00002800,14.028,295.228802,45.971020,,4504.00,0.59,0.62,,,,,,,,4.68,,,-0.266,,,,0.644,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-345_c/,12.309,11.665,11.551
Kepler-347,c,Transit,2014,2,27.32087100,0.183000,,,,0.156,0.075,-0.075,,,Kepler CCD Array,,,,,,,0.00045700,-0.00045700,14.513,289.199596,49.305717,,6088.00,1.04,1.00,,,,,,,,4.47,,,-0.068,,,,0.315,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-347_c/,13.391,13.076,13.047
Kepler-349,c,Transit,2014,2,12.24762900,0.105000,,,,0.175,0.066,-0.066,,,Kepler CCD Array,,,,,,,0.00006300,-0.00006300,14.746,293.676480,44.615578,,5956.00,0.97,0.93,,,,,,,,4.52,,,-0.091,,,,0.301,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-349_c/,13.584,13.283,13.176
Kepler-351,c,Transit,2014,3,57.24809000,0.287000,,,,0.285,0.138,-0.138,,,Kepler CCD Array,,,,,,,0.00059900,-0.00059900,15.990,286.452706,42.657879,,5643.00,0.89,0.85,,,,,,,,4.56,,,-0.134,,,,0.464,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-351_c/,14.669,14.205,14.097
Kepler-353,c,Transit,2014,2,8.41089400,0.065000,,,,0.123,0.006,-0.006,,,Kepler CCD Array,,,,,,,0.00003900,-0.00003900,15.773,296.856633,41.758180,,3903.00,0.54,0.50,,,,21.500,,,,4.75,,,-0.194,,,,0.650,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-353_c/,13.601,12.951,12.808
Kepler-355,b,Transit,2014,2,11.03189000,0.102000,,,,0.130,0.059,-0.059,,,Kepler CCD Array,,,,,,,0.00033800,-0.00033800,15.087,285.799457,42.811783,,6184.00,1.05,1.07,,,,,,,,4.44,,,-0.051,,,,0.415,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-355_b/,14.007,13.592,13.673
Kepler-357,c,Transit,2014,3,16.85837000,0.120000,,,,0.238,0.140,-0.140,,,Kepler CCD Array,,,,,,,0.00008100,-0.00008100,15.565,291.243104,44.008720,,5036.00,0.78,0.83,,,,,,,,4.50,,,0.051,,,,0.477,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-357_c/,13.991,13.514,13.408
Kepler-359,b,Transit,2014,3,25.56322200,0.178000,,,,0.315,0.146,-0.146,,,Kepler CCD Array,,,,,,,0.00020200,-0.00020200,15.886,293.293635,42.196354,,6248.00,1.07,1.09,,,,,,,,4.43,,,-0.039,,,,0.306,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-359_b/,14.736,14.430,14.487
Kepler-360,c,Transit,2014,2,7.18643400,0.075000,,,,0.187,0.089,-0.089,,,Kepler CCD Array,,,,,,,0.00002900,-0.00002900,14.866,286.284731,44.781555,,6053.00,0.95,1.06,,,,,,,,4.42,,,-0.120,,,,0.343,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-360_c/,13.642,13.299,13.228
Kepler-362,c,Transit,2014,2,37.86628100,0.207000,,,,0.129,0.054,-0.054,,,Kepler CCD Array,,,,,,,0.00029800,-0.00029800,14.500,291.771639,47.529903,,5788.00,0.77,0.72,,,,,,,,4.64,,,-0.718,,,,0.401,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-362_c/,13.322,12.921,12.784
Kepler-364,c,Transit,2014,2,59.98062700,0.312000,,,,0.192,0.037,-0.037,,,Kepler CCD Array,,,,,,,0.00087900,-0.00087900,13.660,281.569933,47.398697,,6108.00,1.20,1.28,,,,,,,,4.27,,,-0.026,,,,0.257,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-364_c/,12.676,12.419,12.388
Kepler-366,c,Transit,2014,2,12.51616000,0.110000,,,,0.160,0.072,-0.072,,,Kepler CCD Array,,,,,,,0.00009500,-0.00009500,14.842,296.852042,49.084446,,6209.00,1.05,1.05,,,,,,,,4.45,,,-0.081,,,,0.323,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-366_c/,13.708,13.385,13.351
