pl_hostname,pl_letter,pl_discmethod,pl_disc,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_radjerr1,pl_radjerr2,pl_dens,pl_trandep,pl_instrument,pl_insol,pl_eqt,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbpererr1,pl_orbpererr2,st_optmag,ra,dec,st_dist,st_teff,st_mass,st_rad,st_plx,gaia_plx,gaia_dist,st_pm,gaia_pm,st_radv,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_age,st_acts,st_bmvj,st_jmh2,pl_instrument,pl_telescope,rowupdate,st_nplc,pl_def_refname,pl_disc_refname,pl_pelink,st_j,st_h,st_k
Kepler-152,b,Transit,2014,2,18.20797300,0.124000,,,,0.249,0.015,-0.015,,,Kepler CCD Array,,,,,,,0.00002300,-0.00002300,14.290,286.865479,41.989086,,5088.00,,0.72,,,,,,,,4.61,,,-0.138,,,,0.365,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-152_b/,12.853,12.488,12.301
Kepler-152,c,Transit,2014,2,88.25505500,0.356000,,,,0.213,0.014,-0.014,,,Kepler CCD Array,,,,,,,0.00030900,-0.00030900,14.290,286.865479,41.989086,,5088.00,,0.72,,,,,,,,4.61,,,-0.138,,,,0.365,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-152_c/,12.853,12.488,12.301
Kepler-153,b,Transit,2014,2,18.87022700,0.129000,,,,0.261,0.157,-0.157,,,Kepler CCD Array,,,,,,,0.00003900,-0.00003900,14.262,282.460522,48.257118,,5404.00,,0.89,,,,,,,,4.45,,,-0.255,,,,0.462,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-153_b/,12.945,12.483,12.418
Kepler-153,c,Transit,2014,2,46.90232000,0.237000,,,,0.226,0.136,-0.136,,,Kepler CCD Array,,,,,,,0.00021500,-0.00021500,14.262,282.460522,48.257118,,5404.00,,0.89,,,,,,,,4.45,,,-0.255,,,,0.462,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-153_c/,12.945,12.483,12.418
Kepler-154,c,Transit,2014,5,62.30327600,0.303000,,,,0.263,0.055,-0.055,,,Kepler CCD Array,,,,,,,0.00040600,-0.00040600,14.534,289.780522,49.896530,,5690.00,0.89,1.00,,,,,,,,4.42,,,-0.391,,,,0.300,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-154_c/,13.389,13.089,12.986
Kepler-155,b,Transit,2014,2,5.93119400,0.056000,,,,0.186,0.019,-0.019,,,Kepler CCD Array,,,,,,,0.00000800,-0.00000800,14.258,288.495833,51.081947,293.00,4508.00,0.58,0.62,,,,,,,M0 V,4.68,,,-0.363,,,,0.645,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-155_b/,12.533,11.888,11.805
Kepler-155,c,Transit,2014,2,52.66179300,0.242000,,,,0.200,0.013,-0.013,,,Kepler CCD Array,,,,,,,0.00023600,-0.00023600,14.258,288.495833,51.081947,293.00,4508.00,0.58,0.62,,,,,,,M0 V,4.68,,,-0.363,,,,0.645,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-155_c/,12.533,11.888,11.805
Kepler-156,c,Transit,2014,2,15.90680100,0.117000,,,,0.227,0.017,-0.017,,,Kepler CCD Array,,,,,,,0.00004500,-0.00004500,14.172,290.296515,37.749490,,5094.00,,0.81,,,,18.400,,,,4.55,,,-0.014,,,,0.480,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-156_c/,12.735,12.255,12.155
Kepler-157,b,Transit,2014,3,1.73234200,0.028000,,,,0.118,0.023,-0.023,,,Kepler CCD Array,,,,,,,0.00000600,-0.00000600,14.002,291.097225,38.875609,,5774.00,,1.04,,,,10.800,,,,4.39,,,-0.108,,,,0.312,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-157_b/,12.939,12.627,12.573
Kepler-157,c,Transit,2014,3,13.54050000,0.110000,,,,0.200,0.038,-0.038,,,Kepler CCD Array,,,,,,,0.00004900,-0.00004900,14.002,291.097225,38.875609,,5774.00,,1.04,,,,10.800,,,,4.39,,,-0.108,,,,0.312,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-157_c/,12.939,12.627,12.573
Kepler-158,c,Transit,2014,2,28.55138300,0.158000,,,,0.170,0.027,-0.027,,,Kepler CCD Array,,,,,,,0.00014000,-0.00014000,14.427,284.032244,39.781348,,4623.00,,0.62,,,,54.100,,,,4.66,,,-0.232,,,,0.584,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-158_c/,12.722,12.138,12.057
Kepler-159,b,Transit,2014,2,10.13962300,0.082000,,,,0.212,0.016,-0.016,,,Kepler CCD Array,,,,,,,0.00002200,-0.00002200,14.902,297.070170,40.868784,,4625.00,,0.66,,,,20.800,,,,4.65,,,-0.911,,,,0.574,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-159_b/,13.104,12.530,12.357
Kepler-159,c,Transit,2014,2,43.59579200,0.218000,,,,0.304,0.025,-0.025,,,Kepler CCD Array,,,,,,,0.00012500,-0.00012500,14.902,297.070170,40.868784,,4625.00,,0.66,,,,20.800,,,,4.65,,,-0.911,,,,0.574,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-159_c/,13.104,12.530,12.357
Kepler-160,b,Transit,2014,2,4.30942700,0.050000,,,,0.137,0.068,-0.068,,,Kepler CCD Array,,,,,,,0.00001700,-0.00001700,14.619,287.773581,42.869286,,5857.00,,0.88,,,,,,,,4.51,,,-0.361,,,,0.359,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-160_b/,13.460,13.101,13.052
Kepler-161,b,Transit,2014,2,4.92135500,0.054000,,,,0.189,0.012,-0.012,,,Kepler CCD Array,,,,,,,0.00000600,-0.00000600,14.196,290.516491,43.083824,,5078.00,0.77,0.81,,,,,,,,4.55,,,-0.093,,,,0.438,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-161_b/,12.767,12.329,12.246
Kepler-161,c,Transit,2014,2,7.06424000,0.068000,,,,0.183,0.013,-0.013,,,Kepler CCD Array,,,,,,,0.00001100,-0.00001100,14.196,290.516491,43.083824,,5078.00,0.77,0.81,,,,,,,,4.55,,,-0.093,,,,0.438,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-161_c/,12.767,12.329,12.246
Kepler-162,b,Transit,2014,2,6.91979800,0.069000,,,,0.112,0.060,-0.060,,,Kepler CCD Array,,,,,,,0.00005200,-0.00005200,14.248,297.278910,43.724018,,5816.00,,0.96,,,,,,,,4.44,,,-0.301,,,,0.333,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-162_b/,13.041,12.708,12.658
Kepler-163,b,Transit,2014,2,7.81093700,0.078000,,,,0.094,0.039,-0.039,,,Kepler CCD Array,,,,,,,0.00010700,-0.00010700,14.415,295.002819,46.987328,,5776.00,0.96,0.92,,,,,,,,4.52,,,-0.016,,,,0.344,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-163_b/,13.194,12.850,12.784
Kepler-163,c,Transit,2014,2,21.34726200,0.152000,,,,0.202,0.084,-0.084,,,Kepler CCD Array,,,,,,,0.00008100,-0.00008100,14.415,295.002819,46.987328,,5776.00,0.96,0.92,,,,,,,,4.52,,,-0.016,,,,0.344,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-163_c/,13.194,12.850,12.784
Kepler-164,b,Transit,2014,3,5.03503000,0.058000,,,,0.126,0.025,-0.025,,,Kepler CCD Array,,,,,,,0.00002700,-0.00002700,14.282,287.780828,47.629913,,5888.00,1.11,1.15,,,,,,,,4.33,,,-0.125,,,,0.246,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-164_b/,13.254,13.008,12.935
Kepler-164,d,Transit,2014,3,28.98676900,0.187000,,,,0.219,0.042,-0.042,,,Kepler CCD Array,,,,,,,0.00016200,-0.00016200,14.282,287.780828,47.629913,,5888.00,1.11,1.15,,,,,,,,4.33,,,-0.125,,,,0.246,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-164_d/,13.254,13.008,12.935
Kepler-165,b,Transit,2014,2,8.18084800,0.072000,,,,0.207,0.126,-0.126,,,Kepler CCD Array,,,,,,,0.00002600,-0.00002600,14.802,280.691016,47.809735,,5211.00,,0.77,,,,18.900,,-23.59,,4.54,,,-0.280,,,,0.504,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-165_b/,13.430,12.926,12.843
Kepler-165,c,Transit,2014,2,15.31299000,0.110000,,,,0.199,0.120,-0.120,,,Kepler CCD Array,,,,,,,0.00005700,-0.00005700,14.802,280.691016,47.809735,,5211.00,,0.77,,,,18.900,,-23.59,,4.54,,,-0.280,,,,0.504,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-165_c/,13.430,12.926,12.843
Kepler-41,b,Transit,2011,1,1.85555820,0.031010,0.000000,82.510,0.56000,1.290,0.020,-0.020,0.33000,,Kepler CCD Array,,1790,0.08000,-0.08000,0.08,-0.08,0.00000052,-0.00000052,14.465,294.513229,45.981644,770.00,5750.00,1.15,1.29,,,,,,-27.07,G2 V,4.28,,0.7540,0.380,4.400,,,0.324,Kepler CCD Array,0.95 m Kepler Telescope,2015-01-29,0,Bonomo et al. 2015,Santerne et al. 2011,http://exoplanet.eu/catalog/kepler-41__b/,13.262,12.938,12.892
Kepler-42,b,Transit,2011,3,1.21376720,0.011600,,,,0.070,0.020,-0.020,,,Kepler CCD Array,,519,,,,,0.00000460,-0.00000460,16.124,292.219033,44.619160,38.70,3068.00,0.13,0.17,,,,431.300,,-84.48,M,4.71,-2.620,,-0.330,4.500,,,0.492,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Muirhead et al. 2012,Muirhead et al. 2012,http://exoplanet.eu/catalog/kepler-42_b/,12.177,11.685,11.465
Kepler-42,c,Transit,2011,3,0.45328509,0.006000,,,,0.065,0.018,-0.018,,0.156000,Kepler CCD Array,,720,,,,,0.00000097,-0.00000097,16.124,292.219033,44.619160,38.70,3068.00,0.13,0.17,,,,431.300,,-84.48,M,4.71,-2.620,,-0.330,4.500,,,0.492,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Muirhead et al. 2012,Muirhead et al. 2012,http://exoplanet.eu/catalog/kepler-42_c/,12.177,11.685,11.465
Kepler-42,d,Transit,2011,3,1.86516900,0.015400,,,,0.051,0.016,-0.016,,,Kepler CCD Array,,450,,,,,0.00001400,-0.00001400,16.124,292.219033,44.619160,38.70,3068.00,0.13,0.17,,,,431.300,,-84.48,M,4.71,-2.620,,-0.330,4.500,,,0.492,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Muirhead et al. 2012,Muirhead et al. 2012,http://exoplanet.eu/catalog/kepler-42_d/,12.177,11.685,11.465
Kepler-44,b,Transit,2011,1,3.24672930,0.044600,0.066000,84.960,1.00000,1.090,0.070,-0.070,0.93000,,Kepler CCD Array,,1544,0.10000,-0.10000,0.1,-0.1,0.00000300,-0.00000300,14.678,300.102352,45.762142,2250.00,5800.00,1.12,1.35,,,,,,-35.89,G2 IV,4.22,,0.6300,0.150,5.800,,,0.371,Kepler CCD Array,0.95 m Kepler Telescope,2015-01-29,0,Bonomo et al. 2015,Bonomo et al. 2011,http://exoplanet.eu/catalog/kepler-44_b/,13.340,12.969,12.878
Kepler-45,b,Transit,2011,1,2.45523900,0.030000,0.110000,87.000,0.50500,0.960,0.110,-0.110,0.80000,3.204000,Kepler CCD Array,,1000,0.09000,-0.09000,0.09,-0.09,0.00000400,-0.00000400,16.880,292.872900,41.064261,333.00,3820.00,0.59,0.55,,,,20.900,,,M,4.70,,4.0000,0.280,0.500,,,0.672,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Johnson et al. 2012,Johnson et al. 2012,http://exoplanet.eu/catalog/kepler-45_b/,13.749,13.077,12.892
Kepler-46,b,Transit,2012,3,33.60134000,0.196800,0.010000,89.038,6.00000,0.808,0.042,-0.043,14.00000,,Kepler CCD Array,,543,,,,,0.00021000,-0.00020000,15.262,289.268744,42.604176,855.00,5309.00,0.90,0.79,,,,,,,,4.58,-0.255,1.5300,0.410,9.700,,,0.378,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Nesvorny et al. 2012,Nesvorny et al. 2012,http://exoplanet.eu/catalog/kepler-46_b/,13.814,13.436,13.347
Kepler-46,d,Transit,2014,3,6.76658900,0.067000,,,,0.146,0.082,-0.082,,,Kepler CCD Array,,,,,,,0.00002200,-0.00002200,15.262,289.268744,42.604176,855.00,5309.00,0.90,0.79,,,,,,,,4.58,-0.255,1.5300,0.410,9.700,,,0.378,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-46_d/,13.814,13.436,13.347
Kepler-47,b,Transit,2012,2,49.53200000,0.296200,0.035000,89.700,2.00000,0.270,0.011,-0.011,,,Kepler CCD Array,,,,,,,0.04000000,-0.02700000,15.178,295.297916,46.920467,1500.00,5636.00,1.05,0.96,,,,,,,,4.49,-0.076,1.1760,-0.250,,,,0.331,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Orosz et al. 2012,Orosz et al. 2012,http://exoplanet.eu/catalog/kepler-47_%28ab%29_b/,13.970,13.639,13.535
Kepler-47,c,Transit,2012,2,303.13700000,0.991000,0.411000,89.825,28.00000,0.411,0.018,-0.018,,,Kepler CCD Array,,,,,,,0.07200000,-0.02000000,15.178,295.297916,46.920467,1500.00,5636.00,1.05,0.96,,,,,,,,4.49,-0.076,1.1760,-0.250,,,,0.331,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Orosz et al. 2012,Orosz et al. 2012,http://exoplanet.eu/catalog/kepler-47_%28ab%29_c/,13.970,13.639,13.535
Kepler-48,c,Transit,2012,4,9.67395000,,,,0.04597,0.242,0.012,-0.012,4.01000,,Kepler CCD Array,,,0.00724,-0.00724,0.0072365730107,-0.0072365730107,,,13.040,299.139212,40.949020,,5194.00,0.88,0.89,,,,,,,,4.49,,1.9800,0.170,3.140,,,0.410,Kepler CCD Array,0.95 m Kepler Telescope,2016-10-27,0,Marcy et al. 2014,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-48_c/,11.702,11.292,11.221
Kepler-48,e,Radial Velocity,2014,4,982.00000000,,,,2.06700,,,,,,Kepler CCD Array,,,0.07900,-0.07900,0.079,-0.079,8.00000000,-8.00000000,13.040,299.139212,40.949020,,5194.00,0.88,0.89,,,,,,,,4.49,,1.9800,0.170,3.140,,,0.410,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Marcy et al. 2014,Marcy et al. 2014,http://exoplanet.eu/catalog/kepler-48_e/,11.702,11.292,11.221
Kepler-49,b,Transit,2012,4,7.20379450,,,,0.98000,0.243,,,,,Kepler CCD Array,,,,,,,0.00002200,-0.00002200,15.264,292.294579,40.591801,,4252.00,0.55,0.56,,,,18.100,,,,4.73,,,-0.151,,,,0.697,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-49_b/,13.184,12.487,12.383
Kepler-49,d,Transit,2014,4,2.57654900,0.031000,,,,0.143,0.006,-0.006,,,Kepler CCD Array,,,,,,,0.00000300,-0.00000300,15.264,292.294579,40.591801,,4252.00,0.55,0.56,,,,18.100,,,,4.73,,,-0.151,,,,0.697,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-49_d/,13.184,12.487,12.383
Kepler-49,e,Transit,2014,4,18.59610800,0.116000,,,,0.139,0.007,-0.007,,,Kepler CCD Array,,,,,,,0.00007900,-0.00007900,15.264,292.294579,40.591801,,4252.00,0.55,0.56,,,,18.100,,,,4.73,,,-0.151,,,,0.697,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-49_e/,13.184,12.487,12.383
Kepler-50,b,Transit,2012,2,7.81254000,0.077000,,,,0.153,0.004,-0.009,,0.009900,Kepler CCD Array,,,,,,,0.00010000,-0.00010000,10.421,288.100873,50.033718,,6225.00,1.24,1.58,,,,,,,,4.13,,0.4410,0.030,3.800,,,0.268,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Chaplin et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-50_b/,9.518,9.250,9.197
Kepler-51,b,Transit,2012,3,45.15400000,0.251400,0.040000,,0.00700,0.633,0.027,-0.027,0.03000,,Kepler CCD Array,,543,0.00500,-0.00300,0.005,-0.003,0.00020000,-0.00020000,14.669,296.479776,49.937683,,6018.00,1.04,0.94,,,,,,,,4.51,,2.1600,-0.079,0.300,,,0.343,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Masuda 2014,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-51_b/,13.562,13.219,13.197
Kepler-51,c,Transit,2012,3,85.31200000,0.384000,0.014000,,0.01300,0.803,0.250,-0.152,0.03000,,Kepler CCD Array,,439,0.00100,-0.00100,0.001,-0.001,0.00300000,-0.00200000,14.669,296.479776,49.937683,,6018.00,1.04,0.94,,,,,,,,4.51,,2.1600,-0.079,0.300,,,0.343,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Masuda 2014,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-51_c/,13.562,13.219,13.197
Kepler-51,d,Transit,2014,3,130.19400000,0.509000,0.008000,,0.02400,0.865,0.045,-0.045,0.04600,,Kepler CCD Array,,381,0.00300,-0.00300,0.003,-0.003,0.00500000,-0.00200000,14.669,296.479776,49.937683,,6018.00,1.04,0.94,,,,,,,,4.51,,2.1600,-0.079,0.300,,,0.343,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Masuda 2014,Masuda 2014,,13.562,13.219,13.197
Kepler-52,c,Transit,2012,3,16.38500210,,,,10.41000,0.164,,,,,Kepler CCD Array,,,,,,,0.00014000,-0.00014000,15.095,286.738033,49.975750,,4263.00,0.54,0.56,,,,,,,,4.73,,,-0.289,,,,0.646,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-52_c/,13.153,12.507,12.360
Kepler-52,d,Transit,2014,3,36.44517100,0.182000,,,,0.174,0.019,-0.019,,,Kepler CCD Array,,,,,,,0.00025300,-0.00025300,15.095,286.738033,49.975750,,4263.00,0.54,0.56,,,,,,,,4.73,,,-0.289,,,,0.646,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-52_d/,13.153,12.507,12.360
Kepler-53,b,Transit,2012,3,18.64895250,,,,18.41000,0.258,,,,,Kepler CCD Array,,,,,,,0.00016000,-0.00016000,15.386,290.461775,40.562462,,5858.00,0.98,0.89,,,,,,,,4.53,,,,,,,0.346,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-53_b/,14.252,13.906,13.807
Kepler-53,d,Transit,2014,3,9.75196200,0.091000,,,,0.189,0.094,-0.094,,,Kepler CCD Array,,,,,,,0.00007700,-0.00007700,15.386,290.461775,40.562462,,5858.00,0.98,0.89,,,,,,,,4.53,,,,,,,0.346,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-53_d/,14.252,13.906,13.807
Kepler-54,b,Transit,2012,3,8.01094340,,,,0.92000,0.187,,,,,Kepler CCD Array,,,,,,,0.00006900,-0.00006900,15.847,294.773939,43.056295,,4252.00,0.51,0.55,,,,14.600,,,,4.73,,,-0.036,,,,0.611,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-54_b/,13.508,12.897,12.648
Kepler-54,c,Transit,2012,3,12.07172490,,,,0.37000,0.110,,,,,Kepler CCD Array,,,,,,,0.00029000,-0.00029000,15.847,294.773939,43.056295,,4252.00,0.51,0.55,,,,14.600,,,,4.73,,,-0.036,,,,0.611,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-54_c/,13.508,12.897,12.648
Kepler-54,d,Transit,2014,3,20.99569400,0.126000,,,,0.136,0.007,-0.007,,,Kepler CCD Array,,,,,,,0.00014300,-0.00014300,15.847,294.773939,43.056295,,4252.00,0.51,0.55,,,,14.600,,,,4.73,,,-0.036,,,,0.611,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-54_d/,13.508,12.897,12.648
Kepler-55,c,Transit,2012,5,42.15164180,,,,1.11000,0.197,,,,,Kepler CCD Array,,,,,,,0.00053000,-0.00053000,15.791,285.168338,44.026466,,4503.00,0.62,0.62,,,,,,,,4.68,,,-0.201,,,,0.611,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-55_c/,13.970,13.359,13.289
Kepler-55,d,Transit,2014,5,2.21109900,0.029000,,,,0.142,0.008,-0.008,,,Kepler CCD Array,,,,,,,0.00000400,-0.00000400,15.791,285.168338,44.026466,,4503.00,0.62,0.62,,,,,,,,4.68,,,-0.201,,,,0.611,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-55_d/,13.970,13.359,13.289
Kepler-55,e,Transit,2014,5,4.61753400,0.048000,,,,0.138,0.021,-0.021,,,Kepler CCD Array,,,,,,,0.00002100,-0.00002100,15.791,285.168338,44.026466,,4503.00,0.62,0.62,,,,,,,,4.68,,,-0.201,,,,0.611,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-55_e/,13.970,13.359,13.289
Kepler-56,b,Transit,2012,3,10.50160000,0.102800,,,0.07000,0.581,0.026,-0.025,0.44200,,Kepler CCD Array,,,0.01200,-0.01100,0.012,-0.011,0.00110000,-0.00100000,12.440,293.758347,41.871869,,4840.00,1.32,4.23,,,,9.700,,,,3.31,,0.0246,0.200,3.500,,,0.483,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Huber et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-56_b/,10.813,10.330,10.227
Kepler-56,c,Transit,2012,3,21.40239000,0.165200,,,0.57000,0.874,0.041,-0.041,1.06000,,Kepler CCD Array,,,0.06600,-0.06000,0.066,-0.06,0.00059000,-0.00062000,12.440,293.758347,41.871869,,4840.00,1.32,4.23,,,,9.700,,,,3.31,,0.0246,0.200,3.500,,,0.483,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Huber et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-56_c/,10.813,10.330,10.227
Kepler-57,b,Transit,2012,2,5.72931960,,,,18.86000,0.195,,,,,Kepler CCD Array,,,,,,,0.00001800,-0.00001800,14.809,293.641285,44.657040,,5145.00,0.83,0.73,,,,,,,,4.63,,,-0.045,,,,0.415,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-57_b/,13.437,13.022,12.897
Kepler-58,b,Transit,2012,3,10.21849540,,,,1.39000,0.248,,,,,Kepler CCD Array,,,,,,,0.00015000,-0.00015000,14.820,296.358649,39.115194,,6099.00,0.95,1.13,,,,9.600,,,,4.37,,,-0.120,,,,0.261,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-58_b/,13.643,13.382,13.283
Kepler-58,c,Transit,2012,3,15.57415680,,,,2.19000,0.255,,,,,Kepler CCD Array,,,,,,,0.00027000,-0.00027000,14.820,296.358649,39.115194,,6099.00,0.95,1.13,,,,9.600,,,,4.37,,,-0.120,,,,0.261,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-58_c/,13.643,13.382,13.283
Kepler-58,d,Transit,2014,3,40.10137100,0.236000,,,,0.262,0.125,-0.125,,,Kepler CCD Array,,,,,,,0.00061200,-0.00061200,14.820,296.358649,39.115194,,6099.00,0.95,1.13,,,,9.600,,,,4.37,,,-0.120,,,,0.261,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Rowe et al. 2014,Rowe et al. 2014,http://exoplanet.eu/catalog/kepler-58_d/,13.643,13.382,13.283
Kepler-59,b,Transit,2012,2,11.86817070,,,,2.05000,0.098,,,,,Kepler CCD Array,,,,,,,0.00036000,-0.00036000,14.307,287.039503,46.640129,,6074.00,1.04,0.94,,,,,,,,4.51,,,-0.253,,,,0.279,Kepler CCD Array,0.95 m Kepler Telescope,2014-05-14,0,Steffen et al. 2013,Steffen et al. 2013,http://exoplanet.eu/catalog/kepler-59_b/,13.253,12.974,12.928
