492.0000 477.0000 1
492.0000 477.0000 1
497.0000 485.0000 1
496.0000 481.0000 1
498.0000 484.0000 1
498.0000 484.0000 1
496.0000 477.0000 1
497.0000 477.0000 1
495.0000 470.0000 1
495.0000 470.0000 1
496.0000 470.0000 1
497.0000 471.0000 1
499.0000 473.0000 1
501.0000 478.0000 1
500.0000 473.0000 1
501.0000 472.0000 1
504.0000 482.0000 1
502.0000 471.0000 1
502.0000 471.0000 1
505.0000 482.0000 1
504.0000 469.0000 1
504.0000 469.0000 1
507.0000 481.0000 1
507.0000 481.0000 1
507.0000 477.0000 1
508.0000 477.0000 1
509.0000 480.0000 1
509.0000 480.0000 1
510.0000 479.0000 1
510.0000 479.0000 1
511.0000 480.0000 1
512.0000 480.0000 1
512.0000 480.0000 1
513.0000 480.0000 1
513.0000 480.0000 1
514.0000 480.0000 1
514.0000 480.0000 1
515.0000 480.0000 1
516.0000 478.0000 1
516.0000 478.0000 1
517.0000 478.0000 1
518.0000 477.0000 1
518.0000 480.0000 1
518.0000 480.0000 1
519.0000 480.0000 1
520.0000 479.0000 1
520.0000 479.0000 1
522.0000 477.0000 1
522.0000 477.0000 1
522.0000 480.0000 1
522.0000 480.0000 1
523.0000 480.0000 1
523.0000 480.0000 1
525.0000 478.0000 1
526.0000 478.0000 1
526.0000 479.0000 1
527.0000 479.0000 1
527.0000 480.0000 1
527.0000 480.0000 1
528.0000 480.0000 1
527.0000 483.0000 1
530.0000 480.0000 1
530.0000 480.0000 1
531.0000 481.0000 1
531.0000 481.0000 1
531.0000 482.0000 1
530.0000 485.0000 1
530.0000 485.0000 1
534.0000 481.0000 1
530.0000 488.0000 1
530.0000 488.0000 1
531.0000 488.0000 1
532.0000 487.0000 1
536.0000 485.0000 1
533.0000 489.0000 1
533.0000 489.0000 1
534.0000 489.0000 1
534.0000 489.0000 1
535.0000 490.0000 1
535.0000 490.0000 1
536.0000 490.0000 1
536.0000 491.0000 1
536.0000 491.0000 1
537.0000 492.0000 1
537.0000 492.0000 1
539.0000 491.0000 1
541.0000 491.0000 1
541.0000 491.0000 1
541.0000 492.0000 1
541.0000 493.0000 1
538.0000 496.0000 1
544.0000 493.0000 1
544.0000 494.0000 1
538.0000 497.0000 1
538.0000 498.0000 1
538.0000 498.0000 1
543.0000 497.0000 1
540.0000 499.0000 1
541.0000 499.0000 1
540.0000 500.0000 1
540.0000 500.0000 1
540.0000 501.0000 1
540.0000 501.0000 1
540.0000 502.0000 1
540.0000 503.0000 1
540.0000 503.0000 1
544.0000 503.0000 1
543.0000 504.0000 1
543.0000 504.0000 1
543.0000 505.0000 1
543.0000 505.0000 1
543.0000 506.0000 1
541.0000 507.0000 1
541.0000 507.0000 1
541.0000 508.0000 1
541.0000 508.0000 1
541.0000 509.0000 1
541.0000 509.0000 1
542.0000 510.0000 1
542.0000 510.0000 1
541.0000 511.0000 1
541.0000 512.0000 1
541.0000 512.0000 1
542.0000 513.0000 1
542.0000 513.0000 1
541.0000 514.0000 1
541.0000 514.0000 1
542.0000 515.0000 1
542.0000 515.0000 1
542.0000 516.0000 1
542.0000 516.0000 1
540.0000 517.0000 1
540.0000 517.0000 1
540.0000 518.0000 1
540.0000 518.0000 1
540.0000 519.0000 1
540.0000 519.0000 1
542.0000 520.0000 1
540.0000 521.0000 1
539.0000 521.0000 1
539.0000 521.0000 1
539.0000 522.0000 1
539.0000 522.0000 1
539.0000 523.0000 1
538.0000 523.0000 1
538.0000 524.0000 1
538.0000 524.0000 1
538.0000 525.0000 1
537.0000 525.0000 1
537.0000 526.0000 1
537.0000 526.0000 1
537.0000 526.0000 1
537.0000 527.0000 1
536.0000 527.0000 1
536.0000 528.0000 1
537.0000 529.0000 1
536.0000 529.0000 1
537.0000 530.0000 1
536.0000 531.0000 1
536.0000 531.0000 1
534.0000 530.0000 1
535.0000 532.0000 1
533.0000 531.0000 1
533.0000 531.0000 1
533.0000 532.0000 1
